,image_file,seen_data_numeric,size_used,closing_ssd,closing_eng,otsu_ssd,otsu_eng,gaus_ssd,gaus_eng,thresh_eng,thresh_ssd
0,['.\\sipaimages\\5\\22.jpg'],-20.07,595,10800000330140849,,['4.77991101.11111211'],['..1'],4.103004817777e+74,['70..1'],,['1.11141111111114.377777778']
0,['.\\sipaimages\\5\\23.jpg'],8.3,595,130,,1,,7111411111.4,['.....'],4,110
0,['.\\sipaimages\\5\\24.jpg'],179.32,595,,,,,,,['31...7.7..13554.511'],['1048633.4773527257732277..00082064144242497.25504008088044553.232120001001160891144120291011976406114721']
0,['.\\sipaimages\\5\\25.jpg'],179.32,595,4,,777777777440.0,,['777471217.7.1.1..55717711..777.47777577555752777111117.77081111111.1171117110157777711711'],['...'],['35..'],8.004666451141e+41
0,['.\\sipaimages\\5\\26.jpg'],179.26,595,77779009,,['111.2.11'],,['11100001110111111.11...711'],,['....'],['77779217144062500087087810117310636.660706.41.114.11313141']
0,['.\\sipaimages\\5\\27.jpg'],179.26,595,,,866421011000161171,0.9,['11741011111111711141111111110511111.11111111111890.311114510'],['...3'],4,['4.9.034717.40114160018104065483617917754041116.1111']
0,['.\\sipaimages\\5\\3.jpg'],10.63,595,30211744,,100010018,33145,11111,['..1'],['.'],11017715.000351
0,['.\\sipaimages\\5\\4.jpg'],10.63,595,1650,,['0000004446.4111404674.72..1127.17'],1,,,,149106300000002911
0,['.\\sipaimages\\5\\5.jpg'],10.63,595,981970001,,2311411811801,['.'],['1144777711694411111111011111111011111111111111171111111011'],71,['.'],['1377116161454217111118607345.11.111']
0,['.\\sipaimages\\5\\6.jpg'],10.63,595,111011114171,0.1,['117111111811168915811'],['....'],['74775121111147552151014171711111101010141111.1.4.1.1511111.1111111111151119'],['....32'],['081..415'],['73.1881965410512043147044611.5334141116414114192369414171717612124142411117771']
0,['.\\sipaimages\\5\\7.jpg'],9.3,595,8,,4164131114271,0.4,,,38,614511139494165.8
0,['.\\sipaimages\\5\\8.jpg'],9.3,595,,,44591134,32,11111111111,,['..'],['1188068698171418.7174237.100248023821625153166111001431000000110111114112.06117411']
0,['.\\sipaimages\\5\\9.jpg'],6.85,595,89177002460611,,['3700251186155235817656663001000161110661541..31777714'],14,11111,['.'],,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,596,41,,106.01,,1111,,,11
0,['.\\sipaimages\\5\\10.jpg'],10.51,596,['7115222..'],,['000....'],,['111740117.9.00110000000017.771111111191111111111111101111111111777711003111141441'],['.1..'],['.'],471147.410774513
0,['.\\sipaimages\\5\\11.jpg'],10.51,596,1.1,,80446111111.0011,1,['8011151.11751170101411061150000000821117313.111111111.7.1111111111001111000'],['.5.'],,115011111
0,['.\\sipaimages\\5\\12.jpg'],10.51,596,7,,1141.11777,,['777171117111111.111131171111147.10141014177777575455031'],3.1,4,40.100411
0,['.\\sipaimages\\5\\13.jpg'],10.46,596,,,['111488154417011445111151001145'],['..5'],['111000001171177771.11711141111511114111111.1411'],7.3,42,1111444430.7524114
0,['.\\sipaimages\\5\\14.jpg'],10.46,596,8,,['104941117886602163600000866620063007572'],['..3.'],['70.111525775777377.71.440011'],,48213.4,['150608121650154411141314780114111610000001']
0,['.\\sipaimages\\5\\15.jpg'],10.69,596,['000.77111111.'],0.11,1138871668641.1472,9,['11157311..111171777.11111041511111.1801111114702521'],['.14.'],,711841911911
0,['.\\sipaimages\\5\\16.jpg'],10.14,596,815411,,11.447,['.'],['0001115711711410000111111111144110600001'],,['8.2..'],['112514888114144855.407801110422.25.6791811281444841911746108114116001061']
0,['.\\sipaimages\\5\\17.jpg'],10.23,596,1,,4484415311754,,['24111141111411447111211112101655151'],['....'],['.5.7'],47771110.11188168
0,['.\\sipaimages\\5\\18.jpg'],-19.53,596,11144441418000000074,,110734,,['704414.117.711111111150071140000005011801151110111.0011441111777111'],171,0.22,1440000.9111111711
0,['.\\sipaimages\\5\\19.jpg'],-18.24,596,['274118141144104.017.7117421171'],0.9,1.4771915482910106e+26,0.4,1.1111170677311113e+58,3.377,4.0,['1068221111161440.0038110010681714494012.0810114']
0,['.\\sipaimages\\5\\2.jpg'],-7.94,596,11,,11,,111,,,['10145051944685751140145520130187449577']
0,['.\\sipaimages\\5\\20.jpg'],-20.22,596,['18821531161.176525725417.170408881.1737111.141114004.0111000031'],['.'],['11861888651111918611000001771111241382582777777238000.1530.4113111110410100170000011'],['.'],3.30017777772e+67,['3..777..'],45,4449.711651777048
0,['.\\sipaimages\\5\\21.jpg'],-18.43,596,1444111646010191061,,['1544.7115311114101111.90010000011081114'],['.......'],['17777711214644111111414.111100041111157111.53111019418611357701111111171.5555701425.611175'],['.'],['...7'],1.1804111484914772e+22
0,['.\\sipaimages\\5\\22.jpg'],-20.07,596,4014494,,14771111109101101,1,['374177755531331.11131111101100100000041111111677711000010003.717711411417111141111111146641111191110221107711111111111140111711611111991911111'],['..3.357573'],['...20'],['171100.1.111111111191711116414846644103000']
0,['.\\sipaimages\\5\\23.jpg'],8.3,596,11,,1,,11,['.'],,2271101
0,['.\\sipaimages\\5\\24.jpg'],179.32,596,,,,,,,['44...5'],['62770148420205262265.41002566015141111772745555541564.235171423693139184977278461497137.274640020211']
0,['.\\sipaimages\\5\\25.jpg'],179.32,596,4,['.'],777707770041240,,['1.411417.17011.1111141.41114011117741'],,['....4'],['341214.0001026041836906314441661408670262568.7341111111110.11']
0,['.\\sipaimages\\5\\26.jpg'],179.26,596,7791111110,,21.11,,141.42111111111112,['..'],['....5'],7.844911158425016e+40
0,['.\\sipaimages\\5\\27.jpg'],179.26,596,['6511.71.71717141'],0.1,1.748477481171017,3.9,['01111181111161110177890.311117.1777'],,['22.33.841'],['2.224245.7.754948856144.14591166106241124144440474404191191811']
0,['.\\sipaimages\\5\\3.jpg'],10.63,596,100444,,802225011,89317755,11411,['...'],55.5,['134916678.1148718147.07781000801']
0,['.\\sipaimages\\5\\4.jpg'],10.63,596,194444,,['0000004004471.32.17'],,111,,,
0,['.\\sipaimages\\5\\5.jpg'],10.63,596,98179911,,['39115424.30.61'],,4.1111111111101165e+22,4,5154.0,['002111114130.11416.4711']
0,['.\\sipaimages\\5\\6.jpg'],10.63,596,617171,,1.1137175111191112e+24,['..0'],['0141114112.1708111711111111111141111111111191.11.11111111111113111411711111'],['..57.111'],['.20201.'],['0000084127.243881411045747.778478640100110430100021151677006243141442724111111']
0,['.\\sipaimages\\5\\7.jpg'],9.3,596,8,,4.322310100190838,33,,,,414110565.74410063
0,['.\\sipaimages\\5\\8.jpg'],9.3,596,,,44591134,2,101474111111,,['..'],['11594.6718881808843.105415140011011111114422.06117411']
0,['.\\sipaimages\\5\\9.jpg'],6.85,596,['113.0010806055804.4'],,['3.4.06165.017788041402645161711.7.707516.24747166617.5.772321410011621500062064541'],['.7...'],11114,['..'],,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,597,37,,1111261224746,['.'],,,,11
0,['.\\sipaimages\\5\\10.jpg'],10.51,597,['00000...'],,['000000...'],0,['11.3711007774744981419111111111111111211.1111000000001177571100702956117777777011'],['3.1...'],,['477747.1007794.313441']
0,['.\\sipaimages\\5\\11.jpg'],10.51,597,1.1,,77417777717011,0.1,['41117461016100011557.11166111111514111.011011111111840000000'],['..711.'],['.'],111644137711
0,['.\\sipaimages\\5\\12.jpg'],10.51,597,7,['.'],622221,,['77711101111.7171111111111.111111111111117777777531'],['.'],['..1'],42.10011111
0,['.\\sipaimages\\5\\13.jpg'],10.46,597,801944448,['.'],17000311118640.713,0.4,['03771171..00111.3275251.2101117700700461'],['..7'],435,1.085018131111418e+20
0,['.\\sipaimages\\5\\14.jpg'],10.46,597,3,,1069114476001.442,['..'],['010001171177001110000111'],,2,1111111400000004
0,['.\\sipaimages\\5\\15.jpg'],10.69,597,10111111144,4,1138876313111111,,['0100347.10110115367111114771776321.1672661.011'],['.'],5,1411391911191
0,['.\\sipaimages\\5\\16.jpg'],10.14,597,77811111,['..'],400011448,['.'],['1311111111111111115111811'],0.7,['..37.'],6.64188141111005e+18
0,['.\\sipaimages\\5\\17.jpg'],10.23,597,1,1,['44723774071644819721411861171711111111117118177747774'],['4..'],['411110001110000000171164.714111022.555.51251'],['.'],['.3.'],477744544158847.7
0,['.\\sipaimages\\5\\18.jpg'],-19.53,597,1441,,21100734,,['000000001111111111757511111311111111711.1053552711111531104111.11807711.11411141001141811111'],0.441,30,['51777418811411111111001066141']
0,['.\\sipaimages\\5\\19.jpg'],-18.24,597,2.7411414116604007,0.01,477411111100110.06,7.0,1.0000161074111112e+23,['71..'],8,['11811118062711118188841002181710040661180242111081011011']
0,['.\\sipaimages\\5\\2.jpg'],-7.94,597,11,,11,,1111,,['11...'],64413699.7201
0,['.\\sipaimages\\5\\20.jpg'],-20.22,597,['185115885141501350.0800868847751110111160.0814011068217111414111011'],115.0,1.1151414187388876e+21,['...4..'],['17775118116777111111.571111113271111.6611111517143615343111179224111637777777.1153511110114441871.22341144'],,['4....'],['8080807420780106.11.2521271911118535111792461175913400164410011072']
0,['.\\sipaimages\\5\\21.jpg'],-18.43,597,['40.111010191164.11'],['.'],2101111311114401.5,['..'],['14777721711611111111111111711159161111111421131411160119101111221.721277000011225661810111.5'],['..1.7'],0.337,['66100006508862.114791411151488818111111011117180227211111710041061.719201011']
0,['.\\sipaimages\\5\\22.jpg'],-20.07,597,11443,['.'],['00003000001111111411111141114600'],1,['0046141177777775711111111755575810111110000375711111000001507111.111371111111111.44611111111.11111556110041111612711511110401111211141116040101111611114'],3571152.777,504,7.110097111111141e+19
0,['.\\sipaimages\\5\\23.jpg'],8.3,597,131,,0,,114,,,14611110
0,['.\\sipaimages\\5\\24.jpg'],179.32,597,,,7,,,,3,['2080.62.7700000800886657.354..70057...53380123255352077257545300745635417375288699172440015061124773']
0,['.\\sipaimages\\5\\25.jpg'],179.32,597,4,['.'],383313110041.1,,['10811141.11114.15211100011601117773111'],11,['33495..'],8.04043411014813e+34
0,['.\\sipaimages\\5\\26.jpg'],179.26,597,61011114110,,['111.2.11'],,1171,,['..'],['4941176110006577800800088166280....11111671.33']
0,['.\\sipaimages\\5\\27.jpg'],179.26,597,65171.70717141,['...71'],['1.22444105141017717.1'],0.1,['4451514.1.5114899.711077.3.17'],,['2.0...31'],7.758110632564252e+20
0,['.\\sipaimages\\5\\3.jpg'],10.63,597,16114,,441,15509,111111,['.'],['.'],['187.107711114.477']
0,['.\\sipaimages\\5\\4.jpg'],10.63,597,473352411,,['000090000764454914694.6.73111.44.44467717452477'],['.....'],,,734,70112100144300
0,['.\\sipaimages\\5\\5.jpg'],10.63,597,981,,['1881111211.13.663414000'],1.0,['1111111111.1111.11171'],,,['74774111340941100117113114711100677..101.754114']
0,['.\\sipaimages\\5\\6.jpg'],10.63,597,4117197,,['15214111104171477741147717616421'],['......'],['777777457771111134777142211.41641111111111141111114111111111.1111111005631111111111'],['..411'],['.....1'],['.2385172.5780488871275081166914200002450013446669414440777912777.18111174.083651.867411111991111']
0,['.\\sipaimages\\5\\7.jpg'],9.3,597,8,,11554344119141,5,,,,['1700605..74400200041111']
0,['.\\sipaimages\\5\\8.jpg'],9.3,597,,,4459111,2,,,['2...14'],['0624641..93818883311080259880189655903.6..30602460034031744000471011111111711440000003767411']
0,['.\\sipaimages\\5\\9.jpg'],6.85,597,1078045,,['0639265345314947414..72.57310534101441114552612115113410424411'],['307....'],,,,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,598,1411,,1836706276109462,0.2553,1111,['.'],,11
0,['.\\sipaimages\\5\\10.jpg'],10.51,598,42000,,['400000...'],,['111211.7.27110000065001911111411111112111411777770755117.01777777722467771.777.1117777777711141'],['....1.'],['.'],477347.12177953514
0,['.\\sipaimages\\5\\11.jpg'],10.51,598,0.1,,864.141170116061,51,['0111711111211011.1793..61140000304111111177..7.7141611911111.41111154141111145114601111111001'],['..117.1.1'],,4115389477411
0,['.\\sipaimages\\5\\12.jpg'],10.51,598,7,,10011,,['110.41111.470.111'],,,4401114
0,['.\\sipaimages\\5\\13.jpg'],10.46,598,,,770015.5106145778,['...'],['10047121116111111110112111151000441.77711100111111112775665111111153.144411117777721'],['4...'],['..8432'],4.134144174752961e+46
0,['.\\sipaimages\\5\\14.jpg'],10.46,598,11114,['.'],['1141613886269281100825644000000007'],['..2'],['555557777171774.411741127.17177777717777777777707717.7111'],1,,161111400000000
0,['.\\sipaimages\\5\\15.jpg'],10.69,598,101111229.0,['.'],101714111111,41.0,['12116511111311224.553.1116112750222721'],['.'],17,11711111
0,['.\\sipaimages\\5\\16.jpg'],10.14,598,1541.21,,40149,['.'],['411411411111311111111111111011113555533533524751'],['1...'],['03...274.'],4000018615.5765104
0,['.\\sipaimages\\5\\17.jpg'],10.23,598,1,,['547371775110000000001'],,['411167111112141214111221351'],['...1'],['..73.'],['8878881401148861948147584']
0,['.\\sipaimages\\5\\18.jpg'],-19.53,598,14404044442.0,,7041000000034,4,['6321517777777777777555555553111111111172521111181165.1111141717111435.413111111.1111117777777777111.11115222222222222211117111161.751111.101119101111111771.'],110.0,10,11722811111.85019
0,['.\\sipaimages\\5\\19.jpg'],-18.24,598,7411177117771,0.9,4.774959111144071e+25,7.0,['17777777111141.111119701114112111118851111.011422190.17112081157'],0.7,['.3.25.4.'],['1.10718171111681411164447777771300.06112494981490810111']
0,['.\\sipaimages\\5\\2.jpg'],-7.94,598,11,,11,,111111111,['.'],['..8457'],['1111506818.4416484.75111418571518.']
0,['.\\sipaimages\\5\\20.jpg'],-20.22,598,['184411538563165841418824000411110401919741'],['.....'],['1.11711111193460001000781125111678061748.057744115184817080104000000011'],['...0'],1.5571155181777776e+102,['....'],['4..2'],66341111470081.0
0,['.\\sipaimages\\5\\21.jpg'],-18.43,598,4444.101111101919,,7.77713444101191e+27,['.'],['146777771.161147411118118451111914911111.114119911911123511557284157700042731..387601117.'],14310,['.3..1'],['1111611808065711111198571111101118061111681611611816411004066121521810144']
0,['.\\sipaimages\\5\\22.jpg'],-20.07,598,990670011404911,,4.784070111114e+21,['.4.'],1.1711011553755412e+126,['11.111111.1101.'],['.'],['00005444.7117110111.1178755553112114010.13111066300106']
0,['.\\sipaimages\\5\\23.jpg'],8.3,598,10,,7,,11414111.1,1,4,410
0,['.\\sipaimages\\5\\24.jpg'],179.32,598,,,,,,,['.4...'],['114113.2042837737773.558610302180063507041135232.469743083101618500641691111622020911969405174']
0,['.\\sipaimages\\5\\25.jpg'],179.32,598,4,,777770707041.1,,['7457717.0111..1771..5377.5.775.76557.7577711110011111110417411401111711111111141119.1100012144411771'],['.....'],['.'],['161011140073513.46104363942.74117.98202520008142625660060425290007736556806911111111151714.5164']
0,['.\\sipaimages\\5\\26.jpg'],179.26,598,7770111,,211.11,,['111411111..1'],,['.'],['088816640110124100539068660080064645115119174']
0,['.\\sipaimages\\5\\27.jpg'],179.26,598,10171041,['.'],['2.744474610177.447.1'],['.'],['14414251111.431.114.1004.0.1.7673114140.71176147717'],['..7'],['...7'],['77.24110606411418087941.7410201111110111']
0,['.\\sipaimages\\5\\3.jpg'],10.63,598,477077114,,21114,30311504,,,,117811
0,['.\\sipaimages\\5\\4.jpg'],10.63,598,0.004441,,2.18111,148105,10011141,['.'],0.31,['0624446401534000000000411']
0,['.\\sipaimages\\5\\5.jpg'],10.63,598,9811.71991,,1.7111414111110513e+34,11,['1141741111111111219177777771116111'],,['....'],1.0141432171471544e+36
0,['.\\sipaimages\\5\\6.jpg'],10.63,598,11141214774,0.4,141618111117,['.42..4'],['11074141211154111671111111111111111111101111'],0.311,['...0..5.255'],['0604114565477000177546663610012021106406151.87409714427111701016.67081080279799211055881318570911411911117']
0,['.\\sipaimages\\5\\7.jpg'],9.3,598,71,,5.111613504424944e+19,31.4142,,,,['4816.7470.03.0711']
0,['.\\sipaimages\\5\\8.jpg'],9.3,598,,,24441491154,773,411,,['.4.'],['1401461129101170323437211116913643.0010114490.000016714124447411']
0,['.\\sipaimages\\5\\9.jpg'],6.85,598,1001087844.1,,['5116458748046475.010.4177417.3103526881.06631502142604111'],['.'],11111,['.'],,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,599,41,,1112.4,,,,,311111
0,['.\\sipaimages\\5\\10.jpg'],10.51,599,['00000...'],,['0000000..'],0,['211.41.1321111111111219111111111111011277671'],3,,17447.10179431166
0,['.\\sipaimages\\5\\11.jpg'],10.51,599,1,,7717777170711,1,['11117.71411123555.2111111111.4111111141111111111711.110010.61106100000'],['0.1.1.4.'],,44137719
0,['.\\sipaimages\\5\\12.jpg'],10.51,599,7,,1,,['001114.7.7711115775777771441.11.1111111111111111'],['.3.'],,1111
0,['.\\sipaimages\\5\\13.jpg'],10.46,599,,,['83108536500611151114717717117'],['..1'],['1710011111211111777777771'],77,34,16118111400000000
0,['.\\sipaimages\\5\\14.jpg'],10.46,599,3,,1.144441984242441e+25,['.1.'],16111111174.4511,7.0,['.'],94101140000
0,['.\\sipaimages\\5\\15.jpg'],10.69,599,10111111490000.0,,['402015087651178811421111997161'],['3...2'],17.1471001140111,['.'],11,1481191
0,['.\\sipaimages\\5\\16.jpg'],10.14,599,4104015411,,11,,['13.11130000011.4191111'],,['.132.'],['21011149711386511002141720660006808000726752511174010511664181882164144126591166171861147417']
0,['.\\sipaimages\\5\\17.jpg'],10.23,599,4444.1,,['111001119.25747823..71477707070003331'],4,['11.117114160011001111100.22117111111'],['.'],0.29,['0174386054410877108866346530001351878114312111']
0,['.\\sipaimages\\5\\18.jpg'],-19.53,599,111144496,,11772373.0,,['0044.102313111111221251141.171111.11111141111117.7711110114111111161451111110441111111110127111100111010011011.11141.160011411111141'],0.4345114,305,1100034088.5518112
0,['.\\sipaimages\\5\\19.jpg'],-18.24,599,774111771177141,0.9,['4000.0000241111111701.00111111411.111'],['.'],['1177777777411111767.711111711112301111631225.153100182111111001144412.1791250211181'],77,0,['11011111419116416141177744449411181101331104441911141220816114']
0,['.\\sipaimages\\5\\2.jpg'],-7.94,599,11,,11,,111111111,['.'],4.57,53314857477149.1
0,['.\\sipaimages\\5\\20.jpg'],-20.22,599,['141838511110066514.1882284001235216604.0101101410804.711111848'],0.0,['110001117111118802887777333584411154111171001810'],['.'],['1.77775072151711111477777111704601111106661111..35111.4040977111651411444441'],21,['...0'],114115.540111806
0,['.\\sipaimages\\5\\21.jpg'],-18.43,599,7.41411146010191e+16,,['41109410.111111681124141.404013111.9011000011211114'],['51.......'],['17777511115111111111411511111.19111110651111111121116.7111125522527425111109119111161111557161000230115'],['.1...'],['....70'],1.644066000850856e+23
0,['.\\sipaimages\\5\\22.jpg'],-20.07,599,1.104e-05,,['3111011111111711612222111114111070'],['..3'],['000000311811111111177777777777777416110111111907177411111121071111164411111111117111111...277777111211114111.000611115'],0.9072,,['11141111100411147400106711']
0,['.\\sipaimages\\5\\23.jpg'],8.3,599,11,,17,,71111414,['.3.'],4,1461111
0,['.\\sipaimages\\5\\24.jpg'],179.32,599,,,7,,,,['.....3.755205'],['..777.255.7.537662111176212511120110808538380688064327.7.7555453143111401202011010055800359205162064101554']
0,['.\\sipaimages\\5\\25.jpg'],179.32,599,4,,77777777041.9,,['111111.17111181111111.711105.2.111111111141111601110011720111111411'],['..5'],['874.53.4574.7.'],['008151.35715000440851460363161606148064011678.1270806.540009642060.72448621423914111111411864171114']
0,['.\\sipaimages\\5\\26.jpg'],179.26,599,11111,,['11.2.11'],,141116411111,['.'],,60655172133
0,['.\\sipaimages\\5\\27.jpg'],179.26,599,,,0.1608062111641,0.8,['0000001411.11.111111111111011173111115.174419...31..1070.0.67'],['.7.1'],81,['2.7.2.03471210111.1.4810008300454....4183673127193413041146111']
0,['.\\sipaimages\\5\\3.jpg'],10.63,599,8754,,,,,,3,3815077111171
0,['.\\sipaimages\\5\\4.jpg'],10.63,599,1941,['.'],202001111121,,1151,,['....4'],11
0,['.\\sipaimages\\5\\5.jpg'],10.63,599,981,,1.081111151115033e+16,['.7.'],['100111111.1111141.1110.011611441'],25,3,['2114109414178211101100825921217086577....00008881.11']
0,['.\\sipaimages\\5\\6.jpg'],10.63,599,14741111114171,0.3,['141111111411171124741111114811411117'],['.....5.'],['777725410011111..112..0161771141111.11.1111111101611611000144'],['..14'],['23....1362.3'],['013114614081414116601100641679.19953111186791146149.311387257034249014141041401']
0,['.\\sipaimages\\5\\7.jpg'],9.3,599,8,5,2.2651111750011292,5,,,3,5.2152914143316
0,['.\\sipaimages\\5\\8.jpg'],9.3,599,,,44791154,3,111,,['.31..1.1'],['41045.630613755836.0.1630610611754.1.1040414151317762408838144478177431.17.111371.7410000110474841544112111220040117411']
0,['.\\sipaimages\\5\\9.jpg'],6.85,599,['00.11.8044144'],,['2.74148474484118.37757557.0723371..77551342400116142861110211110141400064541877171711119'],['.......'],1111,['.'],,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,600,44,,1.1728842491231112e+17,25,1111,['.'],,11
0,['.\\sipaimages\\5\\10.jpg'],10.51,600,['40000..'],['.'],['40...'],,1.1111000001044116e+61,['151..'],['..'],17441.10100571
0,['.\\sipaimages\\5\\11.jpg'],10.51,600,1.1,,['863.1618774010036168141.177521118110330001'],['...1'],['11117.51100114733.1500645111111.491153.7141116111111002211111110000100'],['...'],33,2413773111741
0,['.\\sipaimages\\5\\12.jpg'],10.51,600,7,,601,,['10115.1.11147111111111755755373771151'],0.0,['..'],1011111
0,['.\\sipaimages\\5\\13.jpg'],10.46,600,1441142111,,['172851418199051011114771118077'],['..554.'],['11147717401111141.1.11127111000161111'],4.11,['.1.3'],1111241148941.8113
0,['.\\sipaimages\\5\\14.jpg'],10.46,600,10000.41,['.'],['1414470001473800441011'],['..'],['1411755677777571771....1113111.71737.7111486.417777777.7777770777000770777.1'],['.'],['...1'],100.1011141414
0,['.\\sipaimages\\5\\15.jpg'],10.69,600,['000..481772399'],1,1511170131161111111,['..1'],['55777777711.7...71111111175522'],1.0,85,18141911
0,['.\\sipaimages\\5\\16.jpg'],10.14,600,19,,1111,1,14444711191701111,['.'],['.....254.0.7.....2'],['112717774713885.477780041110119881161118111609.1446606641171411810000099111']
0,['.\\sipaimages\\5\\17.jpg'],10.23,600,1,,6441433400018447,,1.111111141111147e+40,['....'],344,777045444148462.8
0,['.\\sipaimages\\5\\18.jpg'],-19.53,600,144440014,,2110901111000.0,,['1117777777771111001111147111107724111113484441411111111111111111211.14119191472151.'],117,['8.275..0'],['0000008694201272100140081118614011081111000186111411114111100492181']
0,['.\\sipaimages\\5\\19.jpg'],-18.24,600,['741111411160400114145101'],0.4,['447711.744111111101.0011111111411114'],['..'],['1111116777711.714594441111511111911416111111000181651166322115552004111442180.791411111.75'],0.71,['4....38'],['11811111640116111811116444777713115111114010408..471421191920810148']
0,['.\\sipaimages\\5\\2.jpg'],-7.94,600,0,,11,,11111111,['..'],3,['148683871112343771110']
0,['.\\sipaimages\\5\\20.jpg'],-20.22,600,14169116384.344448,2553,1.411047110611118e+30,['5..'],7.777777771111231e+68,0.37,0.8,1.1085111881128023e+31
0,['.\\sipaimages\\5\\21.jpg'],-18.43,600,14116460419186.1,0,1.1031111557141164e+23,['.......'],['147777111111121144541000000010111111111517163312411622211.0800611.3514110019141111280011311811114'],['170..7'],0.54,['42111795917244311611178105111151810040661915210111']
0,['.\\sipaimages\\5\\22.jpg'],-20.07,600,96771149147,,['144000000174111111111141101070'],1.0,['.......77771781442222125..11111172211211111111111.111677777771101170111771111161120481011111110001111116644.41.11111111160000050010111222211111121004122771211004021115111.11901.011..'],1513517151,['...100'],5.544440711e+27
0,['.\\sipaimages\\5\\23.jpg'],8.3,600,11,['.'],7,,171111411,0,,1461114119
0,['.\\sipaimages\\5\\24.jpg'],179.32,600,,,,,,,71,['01344315706177..24553.6151206602127023888444.37517..57734230042786082.1237.002259734468064401557']
0,['.\\sipaimages\\5\\25.jpg'],179.32,600,4,,77777777710.0,,['111111115111114411111114059.11.1..11111.41100001111111.111111...54.1110013111111775411361111174111'],['1....1..4'],355543.0,['0321053165.4.310214810088963882114874159470508.650017438510637145151187.545026677073141111111471.1164']
0,['.\\sipaimages\\5\\26.jpg'],179.26,600,777777,,['11.2.11'],,['11111111711111111.1.1110631111411112541171411'],0.11,['.7...'],7.115370611110699e+45
0,['.\\sipaimages\\5\\27.jpg'],179.26,600,['11000..'],13.0,['000.1610.619410017071471'],['.1.8'],['01014.1171111111111.117599...3..111717'],11,75520,['2.7247047110144160060036418880714141500110614592119.6177404.11111.11824711']
0,['.\\sipaimages\\5\\3.jpg'],10.63,600,100144,,3,,,,,16.172102671111112
0,['.\\sipaimages\\5\\4.jpg'],10.63,600,4.7350994,,260011,1,11111,['..'],4.3,1610241648140431
0,['.\\sipaimages\\5\\5.jpg'],10.63,600,98190001,,8731111031005.1455,['.'],['11111111111111444.111111441177...14434117111'],2,2,['1114156.142461414611500011141600527171107.74811.115']
0,['.\\sipaimages\\5\\6.jpg'],10.63,600,774,,['1011111179471114185111817'],['..4'],['00000111117110155111111.111111114111111101192524.1111111'],['01..4'],['......'],['0111141773204394600005.300003008574100460081453111.1141144341166111.349777030004973101']
0,['.\\sipaimages\\5\\7.jpg'],9.3,600,1,,['112309187730911162040044'],7,,,,15.740004664411
0,['.\\sipaimages\\5\\8.jpg'],9.3,600,,,11111911,3,106,,['.1110.3....44'],['.0636.7000805117620.0622.25373.247..3..140060.31244417847.9870171071113718115317701007149026112114110.117411']
0,['.\\sipaimages\\5\\9.jpg'],6.85,600,0.1044,,['008057628...793775144846172.7056117.716511661710621648061117277111'],['.30...'],11111111123,['.'],,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,601,41,3,47564464157627.14,,1111113111,['..3.'],,['0..']
0,['.\\sipaimages\\5\\10.jpg'],10.51,601,71156505.14,['.'],['0000000..'],,['111115..4.1711111114210.41441100001601111111411111111111143110.1411117777.55111'],['...4.1..'],1.0,4077447.021137004
0,['.\\sipaimages\\5\\11.jpg'],10.51,601,81,,['10710015111414..127110000000001'],['..51'],['1111711141.41114141111114000001111.11111130041411111141111'],1,,5115341101771111
0,['.\\sipaimages\\5\\12.jpg'],10.51,601,7,,,,0.111,['.'],['.'],401144
0,['.\\sipaimages\\5\\13.jpg'],10.46,601,1224001,,['1904186111111415777711711'],0.53,['114140005051111167111112711110.711711.7.111141111'],['.'],0.421,['0381342667316117494111143400000000']
0,['.\\sipaimages\\5\\14.jpg'],10.46,601,3,,['114741117805.461465000008766.1122110311'],['.35.'],['0010017111120011167553011'],0.1,131,['1416.7192121451116111111498414708110153711.7111907411']
0,['.\\sipaimages\\5\\15.jpg'],10.69,601,111011111114,['.1.1'],1137847117916981.2,,['1.517711472211144.1.125554511222121'],,,11111
0,['.\\sipaimages\\5\\16.jpg'],10.14,601,1148111,,16,['.'],1111114111411.111,,['3..3'],['117311475711470148868114720012308310010281787456617116116181000001000000997']
0,['.\\sipaimages\\5\\17.jpg'],10.23,601,1,,648440611117645.8,,1.113111110015171,['....'],['..43'],4711721778677.409
0,['.\\sipaimages\\5\\18.jpg'],-19.53,601,10000014.0,,['00002210109011100000000131'],,['117181118001114741111111640111111.1111411111...777777771111.111159322222271111111011.1.004101000111111111711.'],231,4,['00122411111466700888800616811001041611']
0,['.\\sipaimages\\5\\19.jpg'],-18.24,601,['.114141164040941117.711777111'],9,4.000117441114111e+29,['..'],['1110021051111.1111341111.715111112115555511620111511.91611155511111460011443111142500115'],7,1,1111111.1027111912
0,['.\\sipaimages\\5\\2.jpg'],-7.94,601,11,,11,,11111,,['.8.'],['10467444312143468.714784.7375.75']
0,['.\\sipaimages\\5\\20.jpg'],-20.22,601,5.365811634078281e+17,0.0,['11113883187300000000733410105021.4003770.411097.171448014'],0.5,1.5377141077777746e+51,['.7..51.7'],0.0,['0414101129714177918855111791001101']
